sample_id,filename,coverage,total_gbp,n50,https_url
NA21093,12_12_23_R1041_HPRC_NA21093_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,28.97,95.6,75581,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21093/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA21093_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21093,12_12_23_R1041_HPRC_NA21093_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,24.21,79.88,70351,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21093/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA21093_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21093,01_23_24_R1041_HPRC_NA21093_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,26.34,86.91,85167,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21093/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA21093_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21102,01_23_24_R1041_HPRC_NA21102_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,17.81,58.77,100665,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21102/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA21102_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21102,10_17_23_R1041_HPRC_NA21102_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,7.47,24.66,86044,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21102/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_17_23_R1041_HPRC_NA21102_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21102,01_23_24_R1041_HPRC_NA21102_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,18.45,60.9,103547,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21102/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA21102_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21102,10_17_23_R1041_HPRC_NA21102_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,9.12,30.09,85354,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21102/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_17_23_R1041_HPRC_NA21102_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21102,10_17_23_R1041_HPRC_NA21102_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,6.93,22.87,88449,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21102/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_17_23_R1041_HPRC_NA21102_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21106,10_24_23_R1041_HPRC_NA21106_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,20.94,69.11,52561,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21106/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA21106_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21106,10_24_23_R1041_HPRC_NA21106_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,5.32,17.57,67897,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21106/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA21106_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21106,10_24_23_R1041_HPRC_NA21106_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,24.08,79.48,63732,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21106/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA21106_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21106,10_24_23_R1041_HPRC_NA21106_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,27.32,90.17,62578,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21106/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA21106_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21110,01_16_24_R1041_HPRC_NA21110_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,26.17,86.36,91688,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21110/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA21110_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21110,01_16_24_R1041_HPRC_NA21110_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,24.74,81.66,88119,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21110/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA21110_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21110,01_16_24_R1041_HPRC_NA21110_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,30.01,99.04,87821,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21110/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA21110_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21144,12_05_23_R1041_HPRC_NA21144_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,10.12,33.38,74092,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_HPRC_NA21144_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21144,01_23_24_R1041_HPRC_NA21144_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,21.7,71.62,106582,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA21144_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21144,12_05_23_R1041_HPRC_NA21144_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,13.14,43.35,66827,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_HPRC_NA21144_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21144,01_23_24_R1041_HPRC_NA21144_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,21.67,71.51,108089,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA21144_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21144,12_05_23_R1041_HPRC_NA21144_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,12.4,40.92,77041,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_HPRC_NA21144_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA21309,02_22_23_R1041_NA21309_1_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam,29.4,97.03,87919,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_22_23_R1041_NA21309_1_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
NA21309,02_22_23_R1041_NA21309_2_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam,20.8,68.65,83591,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_22_23_R1041_NA21309_2_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
NA21309,02_22_23_R1041_NA21309_3_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam,22.86,75.43,79583,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_22_23_R1041_NA21309_3_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
