sample_id,filename,coverage,total_gbp,n50,https_url
NA18620,11_14_23_R1041_HPRC_NA18620_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,2.2,7.25,87877,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18620/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_14_23_R1041_HPRC_NA18620_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18620,01_16_24_R1041_HPRC_NA18620_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,27.46,90.63,94233,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18620/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA18620_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18620,01_16_24_R1041_HPRC_NA18620_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,24.25,80.02,91704,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18620/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA18620_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18620,11_14_23_R1041_HPRC_NA18620_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.85,2.8,78838,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18620/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_14_23_R1041_HPRC_NA18620_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18620,11_14_23_R1041_HPRC_NA18620_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.87,2.86,78236,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18620/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_14_23_R1041_HPRC_NA18620_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18879,08_08_23_R1041_HPRC_NA18879_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,18.49,61.02,75987,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18879/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/08_08_23_R1041_HPRC_NA18879_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18879,08_08_23_R1041_HPRC_NA18879_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,17.84,58.87,77243,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18879/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/08_08_23_R1041_HPRC_NA18879_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18879,08_08_23_R1041_HPRC_NA18879_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,18.34,60.51,79013,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18879/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/08_08_23_R1041_HPRC_NA18879_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18906,02_15_23_R1041_NA18906_1_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam,18.89,62.34,92925,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_15_23_R1041_NA18906_1_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
NA18906,02_15_23_R1041_NA18906_2_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam,21.15,69.81,97314,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_15_23_R1041_NA18906_2_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
NA18906,02_15_23_R1041_NA18906_3_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam,21.7,71.6,97497,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_15_23_R1041_NA18906_3_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
NA18940,11_28_23_R1041_AMED-Collaboration-HPRC_NA18940_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,21.98,72.52,62907,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18940/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18940_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18940,11_28_23_R1041_AMED-Collaboration-HPRC_NA18940_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,22.66,74.79,57439,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18940/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18940_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18940,11_28_23_R1041_AMED-Collaboration-HPRC_NA18940_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,25.82,85.19,63723,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18940/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18940_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18940,12_12_23_R1041_AMED-Collaboration-HPRC_NA18940_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,23.64,78.0,79281,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18940/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18940_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,11_28_23_R1041_AMED-Collaboration-HPRC_NA18943_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,2.36,7.79,54507,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18943_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,11_28_23_R1041_AMED-Collaboration-HPRC_NA18943_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,6.56,21.63,42791,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18943_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,11_28_23_R1041_AMED-Collaboration-HPRC_NA18943_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,8.69,28.67,49253,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18943_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,2.16,7.12,83587,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,26.44,87.26,78070,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,18.32,60.44,89738,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18943,12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,16.85,55.62,84956,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18944,11_28_23_R1041_AMED-Collaboration-HPRC_NA18944_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,29.66,97.89,50841,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18944/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18944_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18944,11_28_23_R1041_AMED-Collaboration-HPRC_NA18944_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,21.5,70.95,58004,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18944/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18944_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18944,11_28_23_R1041_AMED-Collaboration-HPRC_NA18944_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,23.67,78.11,56506,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18944/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_AMED-Collaboration-HPRC_NA18944_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18944,12_12_23_R1041_AMED-Collaboration-HPRC_NA18944_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,24.66,81.37,78510,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18944/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18944_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,6.08,20.08,71554,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,10.49,34.62,73357,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,2.85,9.42,72711,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,0.17,0.57,84631,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18945_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,10.99,36.27,83367,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,16.19,53.43,80485,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18945,12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,18.24,60.19,92339,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18948,01_09_24_R1041_AMED-Collaboration-HPRC_NA18948_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,17.57,57.99,95515,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18948/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18948_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18948,01_09_24_R1041_AMED-Collaboration-HPRC_NA18948_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,28.6,94.37,89722,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18948/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18948_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18948,12_05_23_R1041_AMED-Collaboration-HPRC_NA18948_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,13.23,43.66,69069,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18948/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18948_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18948,12_05_23_R1041_AMED-Collaboration-HPRC_NA18948_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,16.87,55.66,74894,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18948/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18948_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18948,12_05_23_R1041_AMED-Collaboration-HPRC_NA18948_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,17.85,58.9,71778,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18948/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_AMED-Collaboration-HPRC_NA18948_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18952,11_28_23_R1041_HPRC_NA18952_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,26.48,87.38,76378,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18952/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18952_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18952,11_28_23_R1041_HPRC_NA18952_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,25.49,84.13,77524,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18952/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18952_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18952,11_28_23_R1041_HPRC_NA18952_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,24.09,79.49,74943,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18952/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18952_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18959,01_09_24_R1041_AMED-Collaboration-HPRC_NA18959_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,23.11,76.27,86205,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18959/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18959_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18959,01_09_24_R1041_AMED-Collaboration-HPRC_NA18959_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,22.17,73.16,94824,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18959/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18959_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18959,01_09_24_R1041_AMED-Collaboration-HPRC_NA18959_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,23.7,78.2,92026,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18959/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18959_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18960,01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,27.48,90.67,86535,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18960/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18960,01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,25.96,85.66,86994,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18960/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18960,01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,24.02,79.27,85904,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18960/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18967,01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,14.23,46.95,83952,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18967/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18967,01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,20.02,66.05,81953,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18967/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18967,01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,24.25,80.03,91691,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18967/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18967,01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,7.36,24.28,95062,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18967/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18967_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18970,01_09_24_R1041_AMED-Collaboration-HPRC_NA18970_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,28.19,93.03,88506,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18970/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18970_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18970,01_09_24_R1041_AMED-Collaboration-HPRC_NA18970_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,22.03,72.69,87730,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18970/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18970_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18970,01_09_24_R1041_AMED-Collaboration-HPRC_NA18970_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,16.57,54.69,70390,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18970/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18970_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18974,11_28_23_R1041_HPRC_NA18974_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,13.3,43.89,81432,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18974/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18974_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18974,11_28_23_R1041_HPRC_NA18974_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,27.71,91.46,80674,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18974/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18974_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18974,11_28_23_R1041_HPRC_NA18974_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,19.03,62.79,82076,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18974/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18974_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18974,11_28_23_R1041_HPRC_NA18974_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,25.16,83.01,82940,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18974/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_28_23_R1041_HPRC_NA18974_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18976,12_12_23_R1041_HPRC_NA18976_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,16.97,56.01,75104,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18976,12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,23.93,78.97,76620,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18976,12_12_23_R1041_HPRC_NA18976_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,23.93,78.98,74401,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
NA18982,01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,21.75,71.77,88281,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18982/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18982,01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,11.88,39.21,39152,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18982/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18982,01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,20.94,69.09,88648,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18982/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
NA18982,01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam,7.31,24.13,93907,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPP/AMED/NA18982/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18982_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam
