sample_id	filename	coverage	total_gbp	download_url	s3_path	seq_plate_chemistry_version	library_id	instrument_model
HG01530	m84091_231208_204928_s2.hifi_reads.bc1021.bam	2.8	8.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_204928_s2.hifi_reads.bc1021.bam	s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_204928_s2.hifi_reads.bc1021.bam	C1	HG01530_PB3_m84091_231208_204928_s2.hifi_reads.bc1021.bam	Revio
HG01784	m84091_231120_182829_s1.hifi_reads.bc1019.bam	21.0	65.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01784/raw_data/PacBio_HiFi/m84091_231120_182829_s1.hifi_reads.bc1019.bam	s3://human-pangenomics/working/HPRC/HG01784/raw_data/PacBio_HiFi/m84091_231120_182829_s1.hifi_reads.bc1019.bam	C1	HG01784_PB2_m84091_231120_182829_s1.hifi_reads.bc1019.bam	Revio
HG01786	m84081_230616_172650_s1.hifi_reads.bc2012.bam	36.5	113.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_172650_s1.hifi_reads.bc2012.bam	s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_172650_s1.hifi_reads.bc2012.bam	C1	HG01786_lib1_m84081_230616_172650_s1_m84081_230616_172650_s1	Revio
HG01786	m84081_230616_175717_s2.hifi_reads.bc2012.bam	37.1	114.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_175717_s2.hifi_reads.bc2012.bam	s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_175717_s2.hifi_reads.bc2012.bam	C1	HG01786_lib1_m84081_230616_175717_s2_m84081_230616_175717_s2	Revio
HG01884	m84046_230701_003325_s1.hifi_reads.default.bam	13.8	42.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.default.bam	C1	HG01884.HFSS_m84046_230701_003325_s1	Revio
HG01884	m84046_230707_192442_s1.hifi_reads.default.bam	2.7	8.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.default.bam	C1	HG01884.HFSS_m84046_230707_192442_s1	Revio
HG01884	m84046_230712_231732_s2.hifi_reads.default.bam	2.1	6.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.default.bam	C1	HG01884.HFSS_m84046_230712_231732_s2	Revio
HG01884	m84046_230718_230843_s2.hifi_reads.default.bam	3.0	9.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.default.bam	C1	HG01884.HFSS_m84046_230718_230843_s2	Revio
HG01891	m84046_230712_224626_s1.hifi_reads.bc2066.bam	21.2	65.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.bc2066.bam	s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.bc2066.bam	C1	HG01891.HFSS_m84046_230712_224626_s1	Revio
HG01928	m84081_231222_081401_s1.hifi_reads.bc2022.bam	4.0	12.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2022.bam	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2022.bam	C1	HG01928_lib1_m84081_231222_081401_s1	Revio
HG01928	m84081_231222_101332_s2.hifi_reads.bc2022.bam	5.3	16.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2022.bam	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2022.bam	C1	HG01928_lib1_m84081_231222_101332_s2	Revio
HG01928	m84081_231222_121301_s3.hifi_reads.bc2022.bam	5.4	16.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2022.bam	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2022.bam	C1	HG01928_lib1_m84081_231222_121301_s3	Revio
HG01928	m84081_231222_141231_s4.hifi_reads.bc2022.bam	5.4	16.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2022.bam	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2022.bam	C1	HG01928_lib1_m84081_231222_141231_s4	Revio
HG01934	m84081_231117_193129_s1.hifi_reads.bc2088.bam	13.3	41.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2088.bam	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2088.bam	C1	HG01934_lib1_m84081_231117_193129_s1	Revio
HG01934	m84081_231117_201125_s2.hifi_reads.bc2088.bam	13.3	41.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2088.bam	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2088.bam	C1	HG01934_lib1_m84081_231117_201125_s2	Revio
HG01934	m84081_231117_204232_s3.hifi_reads.bc2088.bam	14.3	44.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2088.bam	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2088.bam	C1	HG01934_lib1_m84081_231117_204232_s3	Revio
HG01940	m84091_240110_191713_s4.hifi_reads.bc1010.bam	18.5	57.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/m84091_240110_191713_s4.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/m84091_240110_191713_s4.hifi_reads.bc1010.bam	C1	HG01940_PB4_m84091_240110_191713_s4.hifi_reads.bc1010.bam	Revio
HG01943	m84081_231122_210358_s4.hifi_reads.bc2093.bam	15.2	47.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2093.bam	s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2093.bam	C1	HG01943_lib1_m84081_231122_210358_s4	Revio
HG01943	m84081_231124_031433_s4.hifi_reads.bc2093.bam	16.8	52.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2093.bam	s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2093.bam	C1	HG01943_lib1_m84081_231124_031433_s4	Revio
HG01952	m84081_231222_081401_s1.hifi_reads.bc2029.bam	1.8	5.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2029.bam	s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2029.bam	C1	HG01952_lib1_m84081_231222_081401_s1	Revio
HG01952	m84081_231222_101332_s2.hifi_reads.bc2029.bam	2.4	7.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2029.bam	s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2029.bam	C1	HG01952_lib1_m84081_231222_101332_s2	Revio
HG01952	m84081_231222_121301_s3.hifi_reads.bc2029.bam	2.5	7.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2029.bam	s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2029.bam	C1	HG01952_lib1_m84081_231222_121301_s3	Revio
HG01952	m84081_231222_141231_s4.hifi_reads.bc2029.bam	2.5	7.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2029.bam	s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2029.bam	C1	HG01952_lib1_m84081_231222_141231_s4	Revio
HG01960	m84091_230817_150246_s3.hifi_reads.bc1012.bam	16.6	51.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/m84091_230817_150246_s3.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/m84091_230817_150246_s3.hifi_reads.bc1012.bam	C1	HG01960_PB3_m84091_230817_150246_s3.hifi_reads.bc1012.bam	Revio
HG01969	m84091_240110_201841_s2.hifi_reads.bc1002.bam	19.4	60.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/m84091_240110_201841_s2.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/m84091_240110_201841_s2.hifi_reads.bc1002.bam	C1	HG01969_PB5_m84091_240110_201841_s2.hifi_reads.bc1002.bam	Revio
HG01975	m84081_230721_185800_s3.hifi_reads.bc2025.bam	11.7	36.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2025.bam	s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2025.bam	C1	HG01975_lib1	Revio
HG01975	m84081_230721_192906_s4.hifi_reads.bc2025.bam	12.0	37.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2025.bam	s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2025.bam	C1	HG01975_lib1	Revio
HG01978	m84081_231222_081401_s1.hifi_reads.bc2021.bam	1.7	5.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2021.bam	s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2021.bam	C1	HG01978_lib1_m84081_231222_081401_s1	Revio
HG01978	m84081_231222_101332_s2.hifi_reads.bc2021.bam	2.2	6.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2021.bam	s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2021.bam	C1	HG01978_lib1_m84081_231222_101332_s2	Revio
HG01978	m84081_231222_121301_s3.hifi_reads.bc2021.bam	2.3	7.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2021.bam	s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2021.bam	C1	HG01978_lib1_m84081_231222_121301_s3	Revio
HG01978	m84081_231222_141231_s4.hifi_reads.bc2021.bam	2.2	6.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2021.bam	s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2021.bam	C1	HG01978_lib1_m84081_231222_141231_s4	Revio
HG01981	m84081_231124_014115_s1.hifi_reads.bc2091.bam	8.6	26.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2091.bam	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2091.bam	C1	HG01981_lib1_m84081_231124_014115_s1	Revio
HG01981	m84081_231124_021221_s2.hifi_reads.bc2091.bam	7.5	23.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2091.bam	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2091.bam	C1	HG01981_lib1_m84081_231124_021221_s2	Revio
HG01981	m84081_231124_024327_s3.hifi_reads.bc2091.bam	8.2	25.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2091.bam	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2091.bam	C1	HG01981_lib1_m84081_231124_024327_s3	Revio
HG01993	m84081_231119_015049_s1.hifi_reads.bc2085.bam	10.7	33.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2085.bam	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2085.bam	C1	HG01993_lib1_m84081_231119_015049_s1	Revio
HG01993	m84081_231119_022155_s2.hifi_reads.bc2085.bam	11.6	35.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2085.bam	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2085.bam	C1	HG01993_lib1_m84081_231119_022155_s2	Revio
HG01993	m84081_231119_025301_s3.hifi_reads.bc2085.bam	11.0	34.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2085.bam	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2085.bam	C1	HG01993_lib1_m84081_231119_025301_s3	Revio
HG02004	m84081_231027_205726_s4.hifi_reads.default.bam	11.5	35.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m84081_231027_205726_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m84081_231027_205726_s4.hifi_reads.default.bam	C1	HG02004_lib1_m84081_231027_205726_s4	Revio
HG02004	m84081_231029_030755_s4.hifi_reads.default.bam	10.4	32.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m84081_231029_030755_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m84081_231029_030755_s4.hifi_reads.default.bam	C1	HG02004_lib1_m84081_231029_030755_s4	Revio
HG02015	m84081_230721_175633_s1.hifi_reads.bc1022.bam	8.3	25.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_HiFi/m84081_230721_175633_s1.hifi_reads.bc1022.bam	s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_HiFi/m84081_230721_175633_s1.hifi_reads.bc1022.bam	C1	HG02015_lib1	Revio
HG02015	m84081_230721_182654_s2.hifi_reads.bc1022.bam	8.6	26.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_HiFi/m84081_230721_182654_s2.hifi_reads.bc1022.bam	s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_HiFi/m84081_230721_182654_s2.hifi_reads.bc1022.bam	C1	HG02015_lib1	Revio
HG02027	m84081_231117_211338_s4.hifi_reads.bc2081.bam	9.2	28.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2081.bam	s3://human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2081.bam	C1	HG02027_lib1_m84081_231117_211338_s4	Revio
HG02027	m84081_231119_032407_s4.hifi_reads.bc2081.bam	8.9	27.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2081.bam	s3://human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2081.bam	C1	HG02027_lib1_m84081_231119_032407_s4	Revio
HG02040	m84046_230531_221339_s3.hifi_reads.bc2056.bam	15.1	46.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02040/raw_data/PacBio_HiFi/m84046_230531_221339_s3.hifi_reads.bc2056.bam	s3://human-pangenomics/working/HPRC/HG02040/raw_data/PacBio_HiFi/m84046_230531_221339_s3.hifi_reads.bc2056.bam	C1	PG02040.HFSS2_m84046_230531_221339_s3	Revio
HG02055	m84039_230303_005138_s2.hifi_reads.bc2010.bam	7.4	22.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230303_005138_s2.hifi_reads.bc2010.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230303_005138_s2.hifi_reads.bc2010.bam			Revio
HG02055	m84039_230311_024907_s1.hifi_reads.bc2010.bam	7.5	23.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230311_024907_s1.hifi_reads.bc2010.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230311_024907_s1.hifi_reads.bc2010.bam			Revio
HG02055	m84039_230314_210032_s1.hifi_reads.bc2010.bam	10.0	30.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230314_210032_s1.hifi_reads.bc2010.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230314_210032_s1.hifi_reads.bc2010.bam			Revio
HG02055	m84039_230316_185945_s1.hifi_reads.bc2010.bam	10.0	30.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230316_185945_s1.hifi_reads.bc2010.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m84039_230316_185945_s1.hifi_reads.bc2010.bam			Revio
HG02056	m84081_230727_190726_s1.hifi_reads.bc2030.bam	10.1	31.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.bc2030.bam	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.bc2030.bam	C1	HG02056_lib1	Revio
HG02056	m84081_230727_193748_s2.hifi_reads.bc2030.bam	10.7	33.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2030.bam	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2030.bam	C1	HG02056_lib1	Revio
HG02071	m84046_230712_000908_s4.hifi_reads.default.bam	24.6	76.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam	C1	HG02071.HFSS_A_m84046_230712_000908_s4	Revio
HG02074	m84046_230624_204605_s4.hifi_reads.default.bam	35.7	110.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m84046_230624_204605_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m84046_230624_204605_s4.hifi_reads.default.bam	C1	HG02074.HFSSb_m84046_230624_204605_s4	Revio
HG02083	m84081_231027_192451_s1.hifi_reads.default.bam	8.9	27.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.default.bam	C1	HG02083_lib1_m84081_231027_192451_s1	Revio
HG02083	m84081_231029_013437_s1.hifi_reads.default.bam	8.5	26.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.default.bam	C1	HG02083_lib1_m84081_231029_013437_s1	Revio
HG02109	m84036_230317_175945_s2.hifi_reads.bc2013.bam	9.5	29.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84036_230317_175945_s2.hifi_reads.bc2013.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84036_230317_175945_s2.hifi_reads.bc2013.bam			Revio
HG02109	m84039_230303_012244_s3.hifi_reads.bc2013.bam	7.6	23.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84039_230303_012244_s3.hifi_reads.bc2013.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84039_230303_012244_s3.hifi_reads.bc2013.bam			Revio
HG02109	m84039_230314_213047_s2.hifi_reads.bc2013.bam	8.7	26.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84039_230314_213047_s2.hifi_reads.bc2013.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84039_230314_213047_s2.hifi_reads.bc2013.bam			Revio
HG02109	m84039_230316_193003_s2.hifi_reads.bc2013.bam	9.5	29.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84039_230316_193003_s2.hifi_reads.bc2013.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m84039_230316_193003_s2.hifi_reads.bc2013.bam			Revio
HG02129	m84081_230727_190726_s1.hifi_reads.bc2026.bam	9.9	30.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.bc2026.bam	s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.bc2026.bam	C1	HG02129_lib1	Revio
HG02129	m84081_230727_193748_s2.hifi_reads.bc2026.bam	10.4	32.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2026.bam	s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2026.bam	C1	HG02129_lib1	Revio
HG02132	m84046_230603_204152_s4.hifi_reads.default.bam	21.7	67.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m84046_230603_204152_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m84046_230603_204152_s4.hifi_reads.default.bam	C1	HG02132.HFSSc_m84046_230603_204152_s4	Revio
HG02135	m84046_230602_220440_s3.hifi_reads.default.bam	7.9	24.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230602_220440_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230602_220440_s3.hifi_reads.default.bam	C1	HG02135.HFSS3_m84046_230602_220440_s3	Revio
HG02135	m84046_230623_210640_s1.hifi_reads.default.bam	2.2	6.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.default.bam	C1	HG02135.HFSS3_m84046_230623_210640_s1	Revio
HG02135	m84046_230628_175536_s3.hifi_reads.default.bam	3.1	9.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.default.bam	C1	HG02135.HFSS3_m84046_230628_175536_s3	Revio
HG02135	m84046_230707_202610_s3.hifi_reads.default.bam	2.4	7.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.default.bam	C1	HG02135.HFSS3_m84046_230707_202610_s3	Revio
